Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude
276,413,430.0,1399.0,117,Council Tree Covenant ,5.0,Church,2228.0,Franecki LLC,2020-03-22 05:01:28.949733,2020-03-22 05:01:30.915463,2.0,5,False,True,2,12.0,2080.0,0.085,,2,1896.0,24000.0,2,36.0,36.0,22.0,100.8,1537536.0,122.59615384615385,739.2,3,3,161.73664000000005,161.73664000000005,,566.78,3.5,28.536052789442124,,,,,,
277,414,379.0,5.0,128,FRG Enterprises Inc,,,,"Boyle, Tillman and Brown",2020-03-22 04:52:41.600686,2020-03-22 04:52:46.751061,2.0,5,False,True,9,81.0,2120.0,0.091,,9,91854.0,20888.88888888889,9,67.0,68.0,38.0,448.0,5399640.0,324.99999999999994,2547.0,11,12,753.3525999999997,753.3525999999997,,3453.601492537315,4.58,21.813535858954054,,,,,,
278,415,383.0,309.0,167,Mapping Project,,,,Purdy Group,2020-03-22 04:48:21.748773,2020-03-22 04:48:24.075556,2.0,5,False,True,1,1.0,,,,1,60.0,1000.0,1,168.0,168.0,56.0,12.0,0.0,0.0,224.0,3,3,0.0,0.0,,537.6,,0.0,,,,,,
279,416,380.0,442.0,20,Magic Valley Produce,25.0,Industrial - 1 Shift,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 04:52:12.850932,2020-03-22 04:52:19.174367,2.0,5,False,True,8,120.0,2526.0,0.08,,8,124800.0,17625.0,8,252.0,791.0,409.0,267.0,16443148.0,284.70644344274643,6610.0,13,32,1907.2168,2470.8423000000007,,6289.340799999997,2.55,39.28618878468156,,,,,,
280,417,381.0,1475.0,103,Town of Lake Park - Roadway Lighting,,,2251.0,Pfeffer Inc,2020-03-22 04:46:49.605314,2020-03-22 04:46:51.154526,2.0,5,False,True,1,1.0,4380.0,0.1,,1,465.0,10000.0,1,509.0,509.0,509.0,160.0,356707200.0,13.698630136986301,81440.0,1,1,67997.31,67997.31,,351214.6828,5.17,19.360611423731736,,,,,,
281,419,385.0,798.0,15,Storage-Mart Wornall,,,,"Anderson, Shields and Hyatt",2020-03-22 06:11:29.801217,2020-03-22 06:11:33.458464,2.0,5,False,True,4,20.0,3102.5,0.1,,4,13920.0,14000.0,4,1071.0,2325.0,2325.0,111.0,65999300.0,79.90867579908675,35282.0,654,657,8320.613000000001,8320.613000000001,,14289.35125,1.72,58.229466505696,,,,,,
282,420,384.0,1457.0,115,GWIZ & GWIZ Upholstery ,,,2228.0,Runolfsson and Sons,2020-03-22 04:48:30.962344,2020-03-22 04:48:33.647853,2.0,5,False,True,2,4.0,4100.0,0.1,,2,976.0,24000.0,2,17.0,17.0,17.0,95.0,3362000.0,48.780487804878035,820.0,2,2,528.9000000000002,528.9000000000002,,1794.3100000000006,3.39,29.476511862498683,,,,,,
283,421,388.0,19.0,129,Wally's PArty Factory - Temple Texas,41.0,Office/Retail,2249.0,"Jacobs, Sipes and O'Keefe",2020-03-22 04:47:20.728974,2020-03-22 04:47:22.01506,2.0,5,False,True,1,2.0,3250.0,0.11,,1,182.0,24000.0,1,191.0,191.0,191.0,52.0,28405520.0,69.93006993006993,9932.0,1,1,2343.4554000000007,2343.4554000000007,,46397.049589999995,,5.050871597889466,,,,,,
284,424,397.0,791.0,15,Double Tree - Overland Park,32.0,Lodging (Hotels/Motels),,"Anderson, Shields and Hyatt",2020-03-22 06:12:23.27201,2020-03-22 06:12:27.286802,2.0,5,False,True,2,16.0,4380.0,0.1,,2,10104.0,10000.0,2,24.0,24.0,24.0,135.0,6898500.0,22.831050228310502,1575.0,2,2,4618.71,4618.71,,39665.4375,8.59,11.64416754510775,,,,,,
285,425,390.0,1461.0,116,LED Test Project,,,2228.0,Wintheiser-Spencer,2020-03-22 04:48:11.446205,2020-03-22 04:48:15.822844,2.0,5,False,True,1,2.0,4380.0,0.25,,1,186.0,24000.0,1,300.0,300.0,150.0,76.0,24966000.0,22.831050228310502,5700.0,2,2,9033.75,9033.75,,17175.0,1.9,52.59825327510918,,,,,,
286,427,459.0,131.0,123,PT Eats_166,5.0,Church,2251.0,"Yundt, Kirlin and Corwin",2020-03-22 06:14:51.518753,2020-03-22 06:15:25.61147,2.0,5,False,True,20,7440.0,2431.0,0.09,,20,11561760.0,19550.0,20,16017.0,16035.0,1114.0,5523.0,73653736.0,4075.8547008547016,29784.0,190,192,11142.602640000001,11142.602640000001,,300281.0586666666,,3.7107244424527903,,,,,,
287,429,393.0,1462.0,103,Western Academy - Gymnasium & Wall Packs,55.0,Schools (Preschool/Elementary),2251.0,Pfeffer Inc,2020-03-22 04:48:06.942294,2020-03-22 04:48:10.991316,2.0,5,False,True,2,8.0,4380.0,0.1,,2,2816.0,17000.0,2,18.0,15.0,15.0,150.0,3942000.0,25.114155251141554,900.0,9,6,951.336,951.336,,3179.45355,3.34,29.921368091696127,,,,,,
288,430,424.0,677.0,184,Loft 135,37.0,Multi-Family (Common Areas),2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:47:22.076141,2020-03-22 04:47:32.576459,2.0,5,False,True,8,272.0,6720.0,0.1,,8,87040.0,19125.0,8,2095.0,3606.0,558.0,287.5,56238360.0,134.79100807867928,6541.0,27,40,8179.86,8179.86,,5913.229774999999,0.72,138.3315093653705,,,,,,
289,431,394.0,1459.0,157,Foxtail Hauling,,,2251.0,Conn Inc,2020-03-22 04:48:18.447534,2020-03-22 04:48:21.636377,2.0,5,False,True,2,4.0,2080.0,0.078,,2,376.0,24000.0,2,294.0,294.0,294.0,39.0,12654720.0,48.07692307692307,6084.0,298,298,1406.6208,1406.6208,,1113.9599999999991,0.79,126.2721103091674,,,,,,
290,432,395.0,1463.0,129,Metals 2 Go,34.0,Manufacturing Facility,2249.0,"Jacobs, Sipes and O'Keefe",2020-03-22 04:48:04.022284,2020-03-22 04:48:06.758001,2.0,5,False,True,1,2.0,3360.0,0.1,,1,2160.0,10000.0,1,213.0,213.0,213.0,186.0,133116480.0,14.88095238095238,39618.0,1,1,44787.25440000001,44787.25440000001,,50279.7922125,1.12,89.0760530805565,,,,,,
291,433,456.0,93.0,128,Kansas City neighborhood academy,55.0,Schools (Preschool/Elementary),,"Boyle, Tillman and Brown",2020-03-22 04:59:30.372029,2020-03-22 05:00:06.491102,2.0,5,False,True,12,648.0,2750.0,0.1148,,12,602640.0,19083.33333333333,12,30091.0,30091.0,829.0,3718.4,101748350.0,4153.818181818183,36999.4,122,122,14611.101119999998,14611.101119999998,,68621.26153846152,4.7,21.292381970871556,,,,,,
294,434,396.0,1433.0,115,Jason,,,2228.0,Runolfsson and Sons,2020-03-22 04:52:08.605589,2020-03-22 04:52:09.860818,2.0,5,False,True,1,1.0,2850.0,0.1,,1,105.0,24000.0,1,24.0,24.0,24.0,48.0,3283200.0,35.087719298245624,1152.0,1,1,389.88000000000005,389.88000000000005,,10800.0,,3.6100000000000008,,,,,,
295,435,398.0,1458.0,100,700 BROADWAY APARTMENTS GARAGE,42.0,Parking Garages,2349.0,"Kuhlman, Cummerata and Mertz",2020-03-22 04:48:27.82511,2020-03-22 04:48:30.848412,2.0,5,False,True,3,3.0,8760.0,0.08,,3,1515.0,23333.33333333333,3,31.0,31.0,31.0,180.0,16293600.0,34.246575342465746,1860.0,3,3,2463.312,2463.312,,6552.217999999999,2.66,37.5950861219819,,,,,,
296,436,399.0,1449.0,195,Test,,,,Kub-Blick,2020-03-22 04:48:56.753044,2020-03-22 04:48:57.683431,2.0,5,False,True,1,1.0,,,,1,275.0,10000.0,1,4.0,4.0,4.0,37.0,0.0,0.0,148.0,1,1,0.0,0.0,,0.0,,,,,,,,
298,438,408.0,1460.0,157,DLS Main Warehouse,,,2251.0,Conn Inc,2020-03-22 04:48:15.895102,2020-03-22 04:48:18.359913,2.0,5,False,True,1,2.0,2600.0,0.078,,1,454.0,24000.0,1,112.0,112.0,56.0,160.0,11648000.0,38.46153846153846,4480.0,38,38,1669.4496,1669.4495999999995,,4480.0,2.68,37.26449999999999,,,,,,
299,439,403.0,1434.0,157,TOV Maintenance Shop,,,2251.0,Conn Inc,2020-03-22 04:52:05.932908,2020-03-22 04:52:08.536175,2.0,5,False,True,4,16.0,2080.0,0.078,,4,7376.0,14750.0,4,130.0,130.0,130.0,99.5,6425120.0,96.15384615384615,3089.0,130,130,660.1545600000002,660.1545600000002,,2094.8600000000006,3.17,31.51306340280496,,,,,,
300,440,404.0,1464.0,157,TOV Office,,,2251.0,Conn Inc,2020-03-22 04:47:58.767491,2020-03-22 04:48:03.854741,2.0,5,False,True,7,49.0,2080.0,0.078,,7,36260.0,14285.714285714286,7,550.0,550.0,550.0,190.5,18475600.0,168.2692307692308,8882.5,550,550,2148.13872,2148.13872,,13739.29,6.4,15.635005302311836,,,,,,
301,441,465.0,1430.0,128,Olive Street Church,,,,"Boyle, Tillman and Brown",2020-03-22 04:52:19.400357,2020-03-22 04:52:23.710011,2.0,5,False,True,8,88.0,,,,8,94160.0,12750.0,8,53.0,53.0,31.0,338.0,0.0,0.0,1063.0,11,11,0.0,0.0,,0.0,,,,,,,,
302,443,461.0,214.0,128,Pathway Academy,55.0,Schools (Preschool/Elementary),,"Boyle, Tillman and Brown",2020-03-22 04:57:05.448589,2020-03-22 04:57:43.35468,2.0,5,False,True,17,1476.0,3850.0,0.1148,,17,2576112.0,13611.111111111111,17,8766.0,8763.0,596.0,2551.8,54040250.0,2409.924202362067,17353.0,94,93,11040.390619999998,11040.390619999998,,29156.119402985103,2.64,37.866461127435386,,,,,,
303,445,554.0,52.0,20,test,,,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 04:47:51.768908,2020-03-22 04:47:58.582057,2.0,5,False,True,3,378.0,2253.333333333333,0.05,,3,89262.0,14285.714285714286,3,796.0,877.0,197.0,258.0,4997200.0,245.1923076923077,3939.0,13,16,383.5,383.5,,12311.883999999998,,3.114876650884625,,,,,,
304,446,405.0,328.0,128,Osage Beach City Hall,,,,"Boyle, Tillman and Brown",2020-03-22 04:52:46.849809,2020-03-22 04:53:03.906905,2.0,5,False,True,12,384.0,2210.0,0.09,,12,322944.0,21833.33333333333,12,2200.0,2164.0,250.0,1551.0,18809310.0,1574.6606334841626,8511.0,47,45,2799.5175000000013,2799.5175000000013,,24600.461538461543,8.79,11.37993893172736,,,,,,
305,447,406.0,1451.0,157,TOV Arena,,,2251.0,Conn Inc,2020-03-22 04:48:50.436359,2020-03-22 04:48:55.262451,2.0,5,False,True,6,96.0,3540.0,0.078,,6,43680.0,14333.333333333332,6,2970.0,2970.0,1550.0,172.0,132563600.0,122.1153846153846,34058.0,3139,3139,12866.973599999998,12866.973599999998,,19497.399999999994,1.52,65.99327910388052,,,,,,
306,448,407.0,799.0,15,Winfastener,62.0,Warehouse (Not Refrigerated),,"Anderson, Shields and Hyatt",2020-03-22 06:11:26.174058,2020-03-22 06:11:29.576772,2.0,5,False,True,3,24.0,4380.0,0.1,,3,5976.0,19500.0,3,0.0,0.0,,,,,,3,5,962.724,962.724,,7843.71,8.15,12.273834703220794,,,,,,
307,449,409.0,1440.0,19,Kennedy Space Center Example ,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 04:50:17.377026,2020-03-22 04:50:21.067144,2.0,5,False,True,5,30.0,7446.0,0.08,,5,7500.0,25000.0,5,214.0,264.0,237.0,105.0,23038800.0,59.523809523809526,2690.0,9,11,3391.8719999999994,3391.8719999999994,,2095.55,0.62,161.86070482689502,,,,,,
308,450,413.0,1456.0,157,DLS Offices & Main Warehouse,40.0,Office (General Office Types),2251.0,Conn Inc,2020-03-22 04:48:33.762745,2020-03-22 04:48:36.728467,2.0,5,False,True,2,10.0,2200.0,0.078,,2,1760.0,24000.0,2,15.0,15.0,15.0,41.6,1372800.0,22.72727272727273,624.0,16,16,315.0576,315.0576,,408.3,1.3,77.1632623071271,,,,,,
309,452,437.0,72.0,197,St Luke's Hospital Phase 2,23.0,Hospitals,2251.0,"Osinski, Donnelly and Turner",2020-03-22 04:43:14.729121,2020-03-22 04:43:20.99475,2.0,5,False,True,2,24.0,5314.5,0.8,,2,2624.0,19333.33333333333,2,16.0,16.0,16.0,37.0,1144638.0,39.41857600394186,282.0,2,2,14417.568000000001,14544.236,,2625.339920000001,0.18,553.9943947525087,,,,,,
310,453,414.0,1465.0,19,Test roles project,,,2336.0,"Blanda, Stiedemann and Kiehn",2020-03-22 04:47:49.540881,2020-03-22 04:47:51.642614,2.0,5,False,True,1,2.0,123.0,0.08,,1,24.0,30000.0,1,25.0,25.0,25.0,4.0,12300.0,203.2520325203252,100.0,1,1,4.92,4.92,,120.0,,4.1000000000000005,,,,,,
311,454,415.0,1435.0,149,YUSEN LOGISTICS,,,2251.0,Herman LLC,2020-03-22 05:42:43.798388,2020-03-22 05:42:49.122684,2.0,5,False,True,5,10.0,2340.0,0.1,,5,7080.0,11200.0,5,424.0,424.0,424.0,131.0,60779160.0,106.83760683760687,25974.0,5,5,25864.02,25864.02,,76804.0,2.97,33.675355450236964,,,,,,
312,458,417.0,1441.0,157,DLS Warehouse # 2 Highbay,,,2251.0,Conn Inc,2020-03-22 04:50:09.354475,2020-03-22 04:50:11.136795,2.0,5,False,True,1,1.0,2200.0,0.078,,1,227.0,24000.0,1,18.0,10.0,10.0,100.0,2200000.0,22.72727272727273,1000.0,18,10,529.5576,529.5576000000002,,1014.0,1.91,52.224615384615404,,,,,,
313,459,419.0,1442.0,157,DLS Warehouse #3 (45' x 96') Highbay,,,2251.0,Conn Inc,2020-03-22 04:50:07.589589,2020-03-22 04:50:09.274974,2.0,5,False,True,1,1.0,2200.0,0.078,,1,207.0,24000.0,1,24.0,12.0,12.0,100.0,2640000.0,22.72727272727273,1200.0,24,12,646.5888,646.5888,,1152.0,1.78,56.1275,,,,,,
314,460,422.0,1445.0,184,Celgard,34.0,Manufacturing Facility,2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:49:43.696801,2020-03-22 04:49:45.87998,2.0,5,False,True,1,1.0,8760.0,0.08,,1,435.0,10000.0,1,138.0,138.0,138.0,105.0,126932400.0,22.831050228310502,14490.0,1,1,31914.432,31914.432,,37723.0875,1.18,84.601855561266,,,,,,
315,461,420.0,1443.0,127,Main Ocean,,,2254.0,Farrell-Hills,2020-03-22 04:50:05.404243,2020-03-22 04:50:07.523255,2.0,5,False,True,1,1.0,3570.0,0.13,,1,351.0,24000.0,1,288.0,288.0,288.0,165.0,169646400.0,14.005602240896359,47520.0,1,1,24860.9088,24860.9088,,46472.00064,1.87,53.49653222934713,,,,,,
316,462,423.0,686.0,115,Vernon Terrace,37.0,Multi-Family (Common Areas),2228.0,Runolfsson and Sons,2020-03-22 04:49:45.952172,2020-03-22 04:50:02.473794,2.0,5,False,True,7,220.0,6570.0,0.11,,7,99484.0,12800.0,7,1874.0,1874.0,1200.0,94.0,79860540.0,68.49315068493149,9135.0,8,8,16952.614799999996,16952.614799999996,,1936.8,0.11,875.2899008674099,,,,,,
317,463,421.0,1444.0,127,Stealth Concealment,,,2254.0,Farrell-Hills,2020-03-22 04:50:02.670599,2020-03-22 04:50:05.324811,2.0,5,False,True,1,1.0,2856.0,0.13,,1,455.0,10000.0,1,100.0,100.0,100.0,110.0,31416000.0,17.507002801120446,11000.0,1,1,12809.160000000002,12809.160000000002,,10925.0,0.85,117.24631578947373,,,,,,
318,464,425.0,579.0,123,2810-2812 Old Lee Highway,40.0,Office (General Office Types),2251.0,"Yundt, Kirlin and Corwin",2020-03-22 04:46:32.766545,2020-03-22 04:46:49.237481,2.0,5,False,True,5,238.0,8760.0,0.11,,5,87720.0,23857.14285714285,5,782.0,790.0,134.0,518.0,27558960.0,205.4794520547946,3146.0,36,38,8446.917599999999,9734.6376,,389299.3035733333,,2.5005535613978465,,,,,,
319,466,506.0,1250.0,157,Comfort Inn - Virden,,,2251.0,Conn Inc,2020-03-22 05:32:48.423896,2020-03-22 05:32:57.136325,2.0,5,False,True,2,6.0,4500.0,0.078,,2,792.0,12500.0,2,650.0,650.0,650.0,26.5,33952500.0,16.666666666666664,7545.0,650,650,19689.345,19689.345,,2874.4,0.15,684.9897369885889,,,,,,
320,467,512.0,1521.0,184,The Parc at University Tower,37.0,Multi-Family (Common Areas),2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:26:00.529926,2020-03-22 04:26:33.859519,2.0,5,False,True,1,2552.0,4710.0,0.14,,1,234784.0,11818.181818181816,1,2.0,2.0,2.0,40.0,350400.0,22.831050228310502,80.0,1,1,5526.5210000000025,5526.5210000000025,,6664.4697499999975,1.21,82.92514194396341,,,,,,
322,469,433.0,17.0,186,Moussi Issa Nickerie,,,2251.0,Schmitt Inc,2020-03-22 05:09:28.617598,2020-03-22 05:09:29.712968,2.0,5,False,True,1,1.0,2112.0,,,1,71.0,24000.0,1,106.0,212.0,212.0,12.5,5596800.0,23.674242424242426,2650.0,1,2,0.0,0.0,,1643.0,,0.0,,,,,,
323,470,428.0,1274.0,115,Park Place West,,,2228.0,Runolfsson and Sons,2020-03-22 05:29:53.152197,2020-03-22 05:29:58.460954,2.0,5,False,True,8,216.0,4380.0,0.11,,8,208128.0,21222.222222222223,8,317.0,297.0,256.0,352.0,41623140.0,194.06392694063928,9503.0,9,7,7056.1799999999985,7056.1799999999985,,32589.65,4.62,21.651597976658223,,,,,,
324,471,429.0,763.0,115,Sugar Creamery_48,,,2228.0,Runolfsson and Sons,2020-03-22 06:22:18.558171,2020-03-22 06:22:23.879943,2.0,5,False,True,9,200.0,4380.0,0.11,,9,198180.0,17100.0,9,322.0,322.0,322.0,350.5,53508270.0,171.23287671232882,12216.5,9,9,6942.080999999999,6942.080999999999,,35235.89,5.08,19.70173309089113,,,,,,
325,472,489.0,611.0,189,800 flowers warehouse,62.0,Warehouse (Not Refrigerated),2251.0,Tillman Group,2020-03-22 04:02:13.150107,2020-03-22 04:02:23.833205,2.0,5,False,True,11,720.0,4090.6666666666656,0.12,,11,1568160.0,12866.666666666668,11,266.0,596.0,180.0,467.08,16839996.16,193.5735832794656,3891.12,17,38,3514.4798208000007,3416.80163210623,,9245.44499999999,2.71,36.9565946485673,,,,,,
326,473,431.0,1646.0,49,Candlewood Suites,,,2336.0,"Medhurst, Erdman and Muller",2020-03-22 03:58:59.595202,2020-03-22 03:59:02.639695,2.0,5,False,True,2,24.0,8400.0,0.12,,2,1176.0,22000.0,2,1314.0,234.0,78.0,165.0,18018000.0,35.714285714285715,2145.0,438,78,10780.56,12012.12,,26175.23131046,2.18,45.89117038747919,,,,,,
327,474,593.0,802.0,15,AutoMax,,,,"Anderson, Shields and Hyatt",2020-03-22 06:11:14.608478,2020-03-22 06:11:16.67836,2.0,5,False,True,1,2.0,4380.0,0.1,,1,1586.0,10000.0,1,0.0,0.0,,,,,,29,29,9907.56,9907.56,,11600.232000000005,1.17,85.40829183416328,,,,,,
328,475,436.0,1471.0,49,Cordova Glove,26.0,Industrial - 2 Shift,2336.0,"Medhurst, Erdman and Muller",2020-03-22 04:47:07.449211,2020-03-22 04:47:20.410354,2.0,5,False,True,14,560.0,3120.0,0.12,,14,484960.0,23357.14285714285,14,9228.0,27632.0,5201.0,407.0,242651760.0,448.71794871794884,77773.0,29,69,42002.06400000001,57534.664000000004,,114159.50956604,1.98,50.398485609047604,,,,,,
329,479,490.0,488.0,184,Grande Promenade 340,52.0,Retail,2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:01:36.219966,2020-03-22 04:01:39.834112,2.0,5,False,True,4,16.0,4380.0,0.1,,4,7264.0,12750.0,4,59.0,59.0,59.0,192.5,13757580.0,75.34246575342465,3141.0,4,4,937.32,937.32,,7238.601325,7.72,12.948910402936162,,,,,,
331,481,435.0,383.0,115,Cable Connection & Supply Co Inc. ,34.0,Manufacturing Facility,2228.0,Runolfsson and Sons,2020-03-22 03:40:58.938119,2020-03-22 03:41:03.706112,2.0,5,False,True,4,112.0,3620.0,0.11,,4,78720.0,22000.0,4,90.0,90.0,74.0,217.0,12053820.0,221.2600185202925,3537.0,5,5,2239.1270000000004,2239.1270000000004,,7204.6997760800905,3.22,31.07869959320161,,,,,,
332,482,439.0,1495.0,49,Cummins MDC Office Area - Lighting Survey,40.0,Office (General Office Types),2336.0,"Medhurst, Erdman and Muller",2020-03-22 04:37:17.446721,2020-03-22 04:37:23.028623,2.0,5,False,True,8,280.0,3146.0,0.12,,8,333536.0,17600.0,8,203.0,280.0,132.0,137.0,5257824.0,160.25641025641025,1532.0,15,31,21574.650240000006,27195.75024,,103967.6869921,3.82,26.15788715398321,,,,,,
333,484,443.0,1469.0,370,GDC Pick Lines Case Mods with Sensors,27.0,Industrial - 3 Shift,2251.0,"Zulauf, Jones and Schowalter",2020-03-21 16:17:26.702386,2020-03-21 16:17:33.414912,2.0,5,False,True,2,312.0,8020.0,0.0518,,2,39936.0,32666.66666666667,2,7486.0,28460.0,2460.0,228.0,258595200.0,108.44748858447493,29520.0,19,62,21497.712768000005,28301.422568,7380.0,55931.81763,1.98,50.59986205922985,,,,,,
334,486,444.0,219.0,128,Summit Grill Lee's Summit,13.0,Dining: Bar Lounge/Leisure,,"Boyle, Tillman and Brown",2020-03-22 04:53:06.302738,2020-03-22 04:53:12.075989,2.0,5,False,True,10,330.0,6068.333333333332,0.091,,10,275880.0,10700.0,10,359.0,359.0,297.0,278.2,20456770.0,118.74835160046692,3988.0,11,11,6080.234615,6080.234615,,6283.01414242425,1.03,96.77257566467917,,,,,,
335,487,475.0,182.0,184,Grande Promenade 230,52.0,Retail,2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:38:33.838122,2020-03-22 04:38:38.454578,2.0,5,False,True,2,66.0,4380.0,0.1,,2,22220.0,11833.33333333333,2,266.0,266.0,133.0,170.0,20388900.0,68.49315068493149,4655.0,4,4,7693.907999999998,7693.907999999998,,36180.694075,4.7,21.265230523358888,,,,,,
336,488,502.0,169.0,184,Grande Promenade 350,52.0,Retail,2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:10:20.075556,2020-03-22 04:10:22.104658,2.0,5,False,True,1,2.0,4380.0,0.1,,1,150.0,25500.0,1,18.0,36.0,36.0,11.5,1813320.0,5.707762557077626,414.0,1,2,1001.268,1001.268,,5602.3205,5.6,17.872379846886663,,,,,,
337,489,471.0,563.0,184,Grande Promenade 440,52.0,Retail,2251.0,"Goodwin, Borer and Kuhic",2021-04-28 21:41:10.952462,2021-04-28 21:41:15.67518,2.0,5,False,True,13,156.0,4380.0,0.1,,13,252096.0,14461.538461538465,13,0.0,0.0,240.0,442.0,17607600.0,315.0684931506849,4020.0,21,24,0.0,0.0,,16329.800625,,0.0,,,,,,
338,491,449.0,688.0,115,Medicine Lake - LED Exterior ,37.0,Multi-Family (Common Areas),2228.0,Runolfsson and Sons,2020-03-22 04:44:11.446476,2020-03-22 04:44:14.638344,2.0,5,False,True,2,4.0,4380.0,0.11,,2,3632.0,10000.0,2,9.0,9.0,9.0,225.0,5584500.0,62.10045662100458,1275.0,2,2,1367.8302,1367.8302,,1919.0,1.4,71.27828035435121,,,,,,
339,492,447.0,198.0,115,"Beau Rivage Condos - Fort Meyers, FL",9.0,Commercial Condos,2228.0,Runolfsson and Sons,2020-03-22 04:44:09.880207,2020-03-22 04:44:11.209934,2.0,5,False,True,1,2.0,4818.0,0.1,,1,130.0,24000.0,1,126.0,126.0,126.0,18.0,6622560.0,34.246575342465746,756.0,3,3,2170.728,2170.728,,10080.0,4.64,21.535,,,,,,
340,493,448.0,444.0,49,Pfizer Memphis,26.0,Industrial - 2 Shift,2336.0,"Medhurst, Erdman and Muller",2020-03-22 04:26:40.178299,2020-03-22 04:27:05.296333,2.0,5,False,True,17,1496.0,4160.0,0.0937,,17,2499816.0,17647.058823529413,17,18570.0,70583.0,8248.0,1022.0,524151680.0,745.1923076923077,125998.0,62,169,88807.480736,117640.00573599999,,163947.60847500002,1.39,71.75463358706978,,,,,,
341,495,569.0,1518.0,172,John Elway Dodge Greeley,1.0,Auto Related,2249.0,Keebler-Cummings,2020-03-22 04:28:50.615251,2020-03-22 04:28:54.20426,2.0,5,False,True,1,18.0,4380.0,0.1,,1,7227.0,10000.0,1,14.0,14.0,14.0,42.0,2575440.0,22.831050228310502,588.0,1,1,22097.538,22097.538,,130520.09999999998,5.91,16.930371643907723,,,,,,
342,496,486.0,461.0,184,Grande Promenade Ashley Furniture 430,52.0,Retail,2251.0,"Goodwin, Borer and Kuhic",2020-03-22 04:34:47.059772,2020-03-22 04:34:50.165907,2.0,5,False,True,7,42.0,4380.0,0.1,,7,43260.0,16571.428571428572,7,278.0,291.0,291.0,512.0,46073220.0,359.58904109589037,10519.0,17,18,6485.904,6485.904,,53057.35043749999,8.46,12.224326971698686,,,,,,
343,498,452.0,1479.0,49,Riveroaks Reformed Presbyterian Church,5.0,Church,2336.0,"Medhurst, Erdman and Muller",2020-03-22 04:43:46.087734,2020-03-22 04:43:57.216147,2.0,5,False,True,10,960.0,5755.0,0.115,,10,1085400.0,12875.0,10,236.0,601.0,585.0,241.0,24169750.0,181.81818181818184,8789.0,11,17,9749.4102,10619.0702,,30090.554786295,2.83,35.29037691533872,,,,,,
344,499,453.0,84.0,152,Sweet Brasserie_64,52.0,Retail,2239.0,Tillman and Sons,2021-04-28 21:41:05.571517,2021-04-28 21:41:07.361599,2.0,5,False,True,1,2.0,2808.0,0.12,,1,246.0,24000.0,1,0.0,0.0,,,,,,1,1,0.0,0.0,,0.0,,,,,,,,
345,500,457.0,1496.0,49,Martin Safety,25.0,Industrial - 1 Shift,2336.0,"Medhurst, Erdman and Muller",2020-03-22 04:37:02.843801,2020-03-22 04:37:06.155633,2.0,5,False,True,5,20.0,2860.0,0.12,,5,19600.0,15800.0,5,70.0,131.0,131.0,160.0,13173160.0,78.67132867132868,4606.0,5,12,4438.9488,5193.383800000001,,8310.389436270001,1.6,62.4926646317429,,,,,,
346,502,462.0,1478.0,49,WOA - Portland ME,,,2336.0,"Medhurst, Erdman and Muller",2020-03-22 04:43:57.442408,2020-03-22 04:44:06.681022,2.0,5,False,True,4,16.0,8736.0,0.085,,4,5568.0,25000.0,4,306.0,495.0,495.0,38.5,32615856.0,22.893772893772894,3733.5,4,11,3866.1386399999997,4517.88864,,702.7407050820003,0.16,642.8955384721629,,,,,,
348,504,466.0,566.0,20,Webb Landscaping Ketchum,,,2336.0,"Raynor, Ritchie and Ondricka",2020-03-22 04:47:32.720292,2020-03-22 04:47:36.162079,2.0,5,False,True,5,10.0,3410.0,0.07,,5,3180.0,15000.0,5,121.0,135.0,135.0,60.0,6380110.0,58.65102639296187,1871.0,5,7,1137.8829,1137.8829,,3579.22006,3.15,31.791364624839524,,,,,,
349,506,467.0,805.0,15,Lukas Liquors,,,,"Anderson, Shields and Hyatt",2020-03-22 06:11:07.04936,2020-03-22 06:11:08.398629,2.0,5,False,True,1,1.0,4745.0,0.1,,1,175.0,24000.0,1,91.0,546.0,546.0,15.0,38861550.0,10.53740779768177,8190.0,1,6,3670.2575,3670.2575,,28937.66057,7.88,12.683324870445807,,,,,,
