project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings
9627,8361.0,8357.0,552,609 Granville St,,,,"Reynolds, Pfeffer and Gottlieb",2020-08-25 21:41:33.195266,2020-08-25 21:41:34.447465,2.0,5,False,True,1,18.0,3650.0,0.0958,,1,1584.0,40000.0,1,2020.0,2020.0,808.0,105.0,30966600.0,136.98630136986299,8484.0,10,10,3037.23362,3310.54562,,37045.2,9.51,8.936503568613476,,,,,,,47187.2,15483.3,31703.9
9630,8265.0,8261.0,731,Howard Johnson Exterior ,,,,Hayes LLC,2020-08-13 18:45:16.925765,2020-08-13 18:45:20.867874,2.0,5,False,True,6,6.0,4368.0,0.1,,6,9150.0,28333.33333333333,6,28.0,28.0,28.0,597.0,10186176.0,125.91575091575092,2332.0,6,6,1547.5824,1547.5824,,8416.681816666664,5.03,18.387084527010234,950 North St,Rapid City,SD,57701.0,44.090294,-103.23069,25662.0,10186.176,15475.823999999999
9654,8268.0,8264.0,416,AB Pitching Academy,,,2249.0,Hermiston Group,2020-09-16 13:37:53.001802,2020-09-16 13:37:55.26908,2.0,5,False,True,2,2.0,2518.6,0.11,,2,644.0,15000.0,2,46.0,26.0,26.0,109.0,3797898.0,49.63271788763153,1508.0,4,3,2849.02794,2953.54569,,2629.70666666666,0.89,112.31464434563073,2420 Wedgewood Dr,Akron,OH,44312.0,41.04825,-81.442276,29698.152000000002,3797.8979999999997,25900.254
9667,8269.0,8265.0,623,Lebanon Warehouse Prj,,,,"Haag, Wilderman and Blick",2020-08-12 15:02:17.680925,2020-08-12 15:02:21.688757,2.0,5,False,True,7,63.0,3333.333333333333,0.075,,7,180495.0,11428.571428571428,7,1071.0,1071.0,1071.0,883.0,525278900.0,125.5847178036998,146233.0,7,7,81142.0425,81807.1875,,238171.0,2.81,34.348089188020374,,,,,,,1607172.8,525278.9,1081893.9
9668,8281.0,8277.0,552,Airport Square Maintenance Office,,,,"Reynolds, Pfeffer and Gottlieb",2020-09-11 18:38:07.07686,2020-09-11 18:38:10.755155,2.0,5,False,True,2,2.0,4100.0,0.0958,,2,114.0,20000.0,2,2000.0,2000.0,2100.0,23.0,95120000.0,24.390243902439018,23200.0,2,2,10997.84,13252.84,,54000.0,3.86,24.542296296296296,,,,,,,205000.0,90200.0,114800.0
9670,8326.0,8322.0,32,Country Linen,,,2254.0,Gerlach-King,2020-08-20 02:42:01.284828,2020-08-20 02:42:06.07,2.0,5,False,True,2,15.0,3900.0,,0.06,2,2110.0,13666.66666666667,2,546.0,546.0,182.0,216.0,18345600.0,84.61538461538461,4704.0,6,6,1647.828,2261.448,,9344.1064068,3.93,24.20186480704322,5230 N Sawyer Ave,Boise,ID,83714.0,43.646008,-116.26939399999999,45809.4,18345.6,27463.800000000007
9671,8295.0,8291.0,581,Penske Truck Leasing Monroeville ,,,2239.0,"Harvey, Kozey and Schuster",2020-08-14 19:00:56.442042,2020-08-14 19:00:58.300136,2.0,5,False,True,6,77.0,2600.0,0.1,,6,56034.0,16285.714285714286,6,18.0,30.0,28.0,194.0,1349400.0,115.3846153846154,519.0,7,10,530.66,1625.13,,4051.771428571427,5.03,40.1091233464023,3939 William Penn Highway ,Monroeville ,PA,15146.0,40.43813,-79.77641,7046.0,1739.4,5306.6
9675,8297.0,8293.0,623,Helping Harvest,,,,"Haag, Wilderman and Blick",2020-08-20 15:55:23.252135,2020-08-20 15:55:24.832269,2.0,5,False,True,1,1.0,3000.0,0.075,,1,255.0,20000.0,1,6.0,48.0,48.0,15.0,2160000.0,21.66666666666667,720.0,1,8,182.25,183.15,,239.52,1.3,76.46543086172345,,,,,,,4590.0,2160.0,2430.0
9675,8298.0,8294.0,623,Helping Harvest,,,,"Haag, Wilderman and Blick",2020-08-20 15:55:21.395544,2020-08-20 15:55:23.186277,2.0,5,False,True,1,1.0,3000.0,0.075,,1,255.0,20000.0,1,6.0,48.0,48.0,14.0,2016000.0,21.66666666666667,672.0,1,8,193.05,193.95,,191.52,0.99,101.26879699248121,,,,,,,4590.0,2016.0,2574.0
9675,8330.0,8326.0,623,Helping Harvest,,,,"Haag, Wilderman and Blick",2020-08-20 15:56:33.3154,2020-08-20 15:56:34.567358,2.0,5,False,True,1,1.0,3000.0,0.075,,1,255.0,20000.0,1,6.0,6.0,6.0,88.0,1584000.0,21.66666666666667,528.0,1,1,225.45,225.45,,1204.5348,4.95,18.716769328706814,,,,,,,4590.0,1584.0,3006.0
9679,8306.0,8302.0,557,2203 Bellevue Ave,,,2357.0,Schoen-Kutch,2021-03-29 23:00:04.303228,2021-03-29 23:00:06.663159,2.0,5,False,True,13,3944.0,3735.0,0.1,,13,2687360.0,18034.48275862069,13,4252.0,4252.0,1969.0,3233.5,185459060.0,5828.710045662101,24624.5,224,224,9177.821999999996,10245.490000000002,8515.0,17141.199999999993,1.65,59.771136209833664,,,,,,,141193.88,49415.66,91778.22
9679,8420.0,8416.0,557,2203 Bellevue Ave,,,2357.0,Schoen-Kutch,2020-09-04 15:52:36.041179,2020-09-04 15:53:01.857141,2.0,5,False,True,13,3944.0,3735.0,0.1,,13,2687360.0,18034.48275862069,13,3337.0,3337.0,1969.0,3197.5,184986020.0,5817.2945205479455,24516.5,224,224,8705.688,9772.655999999999,,22817.79,2.28,42.82910834046592,,,,,,,134387.16,47330.28,87056.88
9682,8307.0,8303.0,407,Priority Nissan,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-08-17 16:43:40.002998,2020-08-17 16:43:41.007889,2.0,5,False,True,3,3.0,4380.0,0.1,,3,8340.0,10000.0,3,117.0,117.0,117.0,630.0,110376000.0,68.49315068493149,25200.0,3,3,38578.164,42660.20136,,0.0,0.0,inf,6 Forrest Drive ,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,110376.0,385781.64
9682,8311.0,8307.0,407,Priority Nissan,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-10-13 16:16:03.325515,2020-10-13 16:16:06.030404,2.0,5,False,True,3,3.0,4380.0,0.1,,3,8340.0,10000.0,3,117.0,117.0,117.0,630.0,110376000.0,68.49315068493149,25200.0,3,3,38578.164,42660.20136,,65199.11320000001,1.51,65.43064662419364,6 Forrest Drive ,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,110376.0,385781.64
9682,8510.0,8506.0,407,Priority Nissan,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-11-09 16:31:22.815027,2020-11-09 16:31:27.358241,2.0,5,False,True,3,3.0,4380.0,0.1,,3,8340.0,10000.0,3,117.0,117.0,117.0,630.0,110376000.0,68.49315068493149,25200.0,3,3,38578.164,42660.20136,,25986.7,0.61,164.16167254788024,6 Forrest Drive ,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,110376.0,385781.64
9682,8511.0,8507.0,407,Priority Nissan,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-09-16 11:12:06.163853,2020-09-16 11:12:07.98871,2.0,5,False,True,3,3.0,4380.0,0.1,,3,8340.0,10000.0,3,117.0,117.0,117.0,635.0,111444720.0,34.246575342465746,25444.0,3,3,38471.292,42553.32936,,70569.0,1.63,60.30031509586363,6 Forrest Drive ,Newport News,VA,23606.0,37.077587,-76.47609,496157.64,111444.72,384712.92
9683,8309.0,8305.0,568,Salvation Army Rockville Pike,52.0,Retail,2254.0,"Monahan, Roberts and Harvey",2020-08-17 18:38:42.562835,2020-08-17 18:38:48.408755,2.0,5,False,True,4,24.0,4368.0,0.14,,4,8376.0,10500.0,4,689.0,689.0,179.0,215.0,28872480.0,103.02197802197806,6610.0,9,9,11293.55136,11293.55136,,3822.7720000000013,0.34,295.42832687902904,11550 Rockville Pike,North Bethesda,MD,20852.0,39.04585,-77.11304,109540.704,28872.48,80668.224
9684,8320.0,8316.0,407,Priority Honda,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-08-19 16:21:39.09729,2020-08-19 16:21:43.206388,2.0,5,False,True,2,3.0,4380.0,0.1,,2,5212.0,10000.0,2,107.0,107.0,107.0,320.0,104769600.0,34.246575342465746,23920.0,2,2,39611.844,43443.41106000001,,17822.0,0.41,243.76282717989,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,104769.6,396118.44
9684,8322.0,8318.0,407,Priority Honda,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-08-19 18:54:49.816789,2020-08-19 18:54:56.856133,2.0,5,False,True,2,3.0,4380.0,0.1,,2,5212.0,10000.0,2,107.0,107.0,107.0,320.0,104769600.0,34.246575342465746,23920.0,2,2,39611.844,43443.41106000001,,65400.62,1.49,66.42660430436287,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,104769.6,396118.44
9684,8512.0,8508.0,407,Priority Honda,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-10-13 23:59:22.822091,2020-10-13 23:59:25.483179,2.0,5,False,True,2,3.0,4380.0,0.1,,2,5212.0,10000.0,2,107.0,107.0,107.0,320.0,104769600.0,34.246575342465746,23920.0,2,2,39611.844,43443.41106000001,,26851.10000000001,0.62,161.79378520805474,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,104769.6,396118.44
9684,8513.0,8509.0,407,Priority Honda,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-09-16 11:14:56.297462,2020-09-16 11:14:57.916195,2.0,5,False,True,2,3.0,4380.0,0.1,,2,5212.0,10000.0,2,107.0,107.0,107.0,315.0,106017900.0,22.831050228310502,24205.0,2,2,39487.013999999996,43318.581060000004,,75885.5,1.72,57.08413472929613,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,500888.04,106017.9,394870.14
9687,8314.0,8310.0,407,1149 W 12th St,,,,"Rogahn, Corkery and Waters",2020-08-18 18:43:32.727268,2020-08-18 18:43:33.994074,2.0,5,False,True,6,32.0,3000.0,0.1,,6,21816.0,16250.0,6,67.0,67.0,61.0,320.0,10020000.0,116.66666666666669,3340.0,7,7,2670.9,3377.127,,0.0,0.0,inf,,,,,,,37329.0,10620.0,26709.0
9687,8316.0,8312.0,407,1149 W 12th St,,,,"Rogahn, Corkery and Waters",2020-08-25 18:41:13.670807,2020-08-25 18:41:17.898272,2.0,5,False,True,8,32.0,3000.0,0.1,,8,29088.0,16250.0,8,74.0,74.0,66.0,333.2,10078800.0,133.4,3359.6,10,10,2725.02,3431.247000000001,,26486.69,7.27,12.954608522242685,,,,,,,37329.0,10078.8,27250.2
9687,8354.0,8350.0,407,1149 W 12th St,,,,"Rogahn, Corkery and Waters",2020-08-25 18:40:45.805315,2020-08-25 18:40:46.906158,2.0,5,False,True,8,32.0,3000.0,0.1,,8,29088.0,16250.0,8,37.0,37.0,66.0,333.2,10078800.0,133.4,3359.6,10,10,2385.12,2952.7095,,16144.009999999998,5.31,18.289814612354675,,,,,,,30915.0,7063.8,23851.2
9687,8355.0,8351.0,407,1149 W 12th St,,,,"Rogahn, Corkery and Waters",2020-11-09 16:33:06.147113,2020-11-09 16:33:07.374542,2.0,5,False,True,8,32.0,3000.0,0.1,,8,29088.0,16250.0,8,37.0,37.0,66.0,333.2,10078800.0,133.4,3359.6,10,10,339.9,478.5375,,10342.68,,4.626823028460709,,,,,,,6414.0,3015.0,3399.0
9688,8317.0,8313.0,573,Oakdale Baptist Church,,,,Larkin-Mitchell,2020-08-20 14:39:19.897258,2020-08-20 14:39:21.08732,2.0,5,False,True,1,32.0,3440.0,0.12,,1,6848.0,12750.0,1,3.0,4.0,4.0,60.0,1051200.0,11.415525114155251,240.0,3,4,2525.104,2525.104,,6294.4,2.42,40.116675139806816,585 Mocksville Hwy,Statesville,NC,28625.0,35.808075,-80.80863000000002,40290.0,8726.2,31563.8
9750,8319.0,8315.0,407,Affordable Office Interiors,52.0,Retail,,"Rogahn, Corkery and Waters",2020-09-04 17:03:52.194017,2020-09-04 17:03:53.803217,2.0,5,False,True,1,2.0,3000.0,0.1,,1,561.0,20000.0,1,100.0,100.0,100.0,150.0,45000000.0,16.666666666666668,15000.0,1,1,6300.0,7417.95,1500.0,31624.6,4.03,23.456265059479016, 501 S. Gary Ave,Roselle,IL,60172.0,41.974585999999995,-88.11698,108000.0,45000.0,63000.0
9751,8421.0,8417.0,557,1501 Lonsdale,,,2357.0,Schoen-Kutch,2020-11-24 21:18:40.793172,2020-11-24 21:18:42.238258,2.0,5,False,True,8,1288.0,4447.5,0.1,,8,749248.0,21428.571428571428,8,869.0,869.0,268.0,1366.1,21394260.0,1771.6894977168952,5598.4,67,67,6085.828,6681.5080000000025,,17689.190000000002,2.57,37.77170124805036,,,,,,,76146.78,15288.5,60858.28
9753,8329.0,8325.0,407,Priority Acura,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-08-21 16:54:12.368068,2020-08-21 16:54:16.627478,2.0,5,False,True,4,5.0,4380.0,0.1,,4,11360.0,10000.0,4,124.0,124.0,124.0,940.0,95834400.0,107.30593607305937,21880.0,7,7,25929.6,29099.7345,,14746.0,0.51,197.3398514851485,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,345056.4,85760.4,259296.00000000003
9753,8334.0,8330.0,407,Priority Acura,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-11-03 05:46:14.238124,2020-11-03 05:46:18.578869,2.0,5,False,True,4,5.0,4380.0,0.1,,4,11360.0,10000.0,4,124.0,124.0,124.0,940.0,95834400.0,127.8538812785388,21880.0,7,7,25929.6,29099.7345,,19916.21,0.68,146.11080371215206,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,345056.4,85760.4,259296.00000000003
9770,8325.0,8321.0,327,JWB Realty Services (Mark Horrell),40.0,Office (General Office Types),2249.0,"Collier, Barrows and Runolfsdottir",2021-02-09 00:11:58.534377,2021-02-09 00:12:00.553927,2.0,5,False,True,9,60.0,2328.0,0.15,,9,36882.0,18200.0,9,1817.0,1925.0,1925.0,277.0,154310120.0,213.33860203723214,59076.2,12,15,23355.917999999998,23355.917999999998,750.0,117367.94,4.68,19.899742638407048,,,,,,,243710.0,88003.88,155706.12
9771,8333.0,8329.0,407,Woodmans - Carpentersville,52.0,Retail,,"Rogahn, Corkery and Waters",2020-08-28 20:47:45.671456,2020-08-28 20:47:47.455647,2.0,5,False,True,5,5.0,4380.0,0.077,,5,15925.0,8200.0,5,42.0,64.0,64.0,655.0,40646400.0,57.07762557077626,9280.0,5,7,6691.2384,10597.5384,,28815.29,2.64,36.77748306541423,2100 S Randall Rd,Carpentersville,IL,60110.0,42.119816,-88.33846,127545.6,40646.4,86899.20000000001
9772,8323.0,8319.0,575,Sprung - Aspen,,,,Tillman-McGlynn,2021-02-04 19:01:39.275055,2021-02-04 19:01:41.137233,2.0,5,False,True,2,2.0,6552.0,0.12,,2,810.0,15000.0,2,9.0,9.0,9.0,165.0,6126120.0,15.262515262515265,935.0,2,2,1179.36,1179.36,,1825.0,1.53,64.62246575342465,,,,,,,15954.12,6126.12,9828.0
9773,8324.0,8320.0,276,Watermark Properties,,,2239.0,Maggio Inc,2020-08-19 22:10:19.60855,2020-08-19 22:10:21.801906,2.0,5,False,True,4,16.0,3996.0,0.08,,4,9952.0,10000.0,4,65.0,65.0,65.0,191.0,10477512.0,37.53753753753754,2622.0,4,4,1720.5177600000006,1720.5177600000006,600.0,8025.0,4.37,21.439473644859817,121st & Elm,Broken Arrow,OK,74011.0,35.988346,-95.975945,31983.984,10477.511999999999,21506.472
9774,8327.0,8323.0,407,Priority Nissan Pole Replacement,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-08-20 11:57:22.813355,2020-08-20 11:57:23.813522,2.0,5,False,True,1,1.0,,,,1,0.0,0.0,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,,15894.0,,0.0,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,0.0,0.0,0.0
9774,8328.0,8324.0,407,Priority Nissan Pole Replacement,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-08-20 17:36:54.920944,2020-08-20 17:36:56.30899,2.0,5,False,True,1,1.0,,,,1,0.0,0.0,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,,15894.0,,0.0,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,0.0,0.0,0.0
9774,8526.0,8522.0,407,Priority Nissan Pole Replacement,1.0,Auto Related,,"Rogahn, Corkery and Waters",2020-09-16 14:46:33.274482,2020-09-16 14:46:36.150631,2.0,5,False,True,1,1.0,,,,1,0.0,0.0,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,,9450.0,,0.0,6 Forrest Drive,Newport News,VA,23606.0,37.077587,-76.47609,0.0,0.0,0.0
9775,8332.0,8328.0,877,Hope Church,,,,"Rowe, Anderson and Tromp",2020-08-25 14:13:44.613643,2020-08-25 14:13:45.584386,2.0,5,False,True,2,2.0,2500.0,0.085,,2,358.0,20000.0,2,41.0,41.0,41.0,75.0,4075000.0,52.0,1630.0,2,2,665.3375,730.744475043868,,6599.998000000001,7.92,11.071889340631133,,,,,,,11902.5,4075.0,7827.5
9776,8394.0,8390.0,552,8521 198a St Langley,,,,"Reynolds, Pfeffer and Gottlieb",2020-09-08 21:16:49.33568,2020-09-08 21:16:50.63989,2.0,5,False,True,6,190.0,8760.0,0.0958,,6,59850.0,22000.0,6,5624.0,5624.0,1638.0,828.0,322757820.0,216.89497716894985,36844.5,39,39,39842.239008,47555.273008,39044.2,117132.6,2.4,40.599519696480726,,,,,,,628731.48,212841.72,415889.76
9777,8335.0,8331.0,102,Advantage Outfitters,,,2249.0,"Collier, Stroman and Auer",2020-11-24 03:50:01.69316,2020-11-24 03:50:03.252428,2.0,5,False,True,6,77.0,2340.0,0.18,,6,55770.0,18571.428571428565,6,325.0,325.0,124.0,500.0,8845200.0,256.4102564102564,3780.0,24,24,3032.64,3032.64,3348.0,6441.120000000001,2.08,47.082494969818896,107 E Hawthorne Ave,Valley Stream,NY,11580.0,40.659775,-73.695114,25693.2,8845.2,16848.0
9781,8434.0,8430.0,581,Pannier Building 3,,,2239.0,"Harvey, Kozey and Schuster",2020-09-22 16:00:07.70959,2020-09-22 16:00:09.642674,2.0,5,False,True,4,91.0,2860.0,0.114,,4,50484.0,14846.153846153846,4,18.0,18.0,39.0,438.0,17734860.0,72.72727272727272,6201.0,6,6,3132.5923199999997,5683.6389133333305,,14661.023676964282,2.51,38.76699907567564,1130 Butler Plank Rd,Glenshaw,PA,15116.0,40.523438,-79.9461,46128.94,18650.06,27478.88
9783,8336.0,8332.0,844,Bayliner,62.0,Warehouse (Not Refrigerated),,"Homenick, Moen and Mante",2021-03-24 22:51:31.015707,2021-03-24 22:51:33.248562,2.0,5,False,True,5,120.0,2476.0,0.08,,5,76700.0,25000.0,5,1923.0,1923.0,368.0,900.0,106131600.0,193.8976162106448,33450.0,12,12,14363.347199999995,14631.256148291917,,14656.173774106835,1.0,99.82998546415341,18001 E. Euclid Ave.,Spokane Valley,WA,99216.0,47.68732,-117.16372,314315.04,134773.2,179541.83999999997
9783,8338.0,8334.0,844,Bayliner,62.0,Warehouse (Not Refrigerated),,"Homenick, Moen and Mante",2020-09-01 19:00:56.364039,2020-09-01 19:01:01.757507,2.0,5,False,True,5,120.0,2476.0,0.08,,5,76700.0,25000.0,5,1923.0,1923.0,368.0,1110.0,112037580.0,218.11197450273758,44055.0,12,12,13890.8688,14149.964956296299,,65883.54506032751,4.42,21.47723675667364,18001 E. Euclid Ave.,Spokane Valley,WA,99216.0,47.68732,-117.16372,314315.04,140679.18,173635.86
9785,8377.0,8373.0,623,Haroldon Court: LED Energy Savings Proposal,,,,"Haag, Wilderman and Blick",2020-12-17 18:02:19.593914,2020-12-17 18:02:23.750084,2.0,5,False,True,8,9522.0,2380.0,0.1,,8,4741128.0,13782.608695652172,8,3273.0,3274.0,710.0,233.5,33151904.0,379.7444591089064,4033.5,30,31,3555.7472,3555.7472,,1110.4799999999998,0.31,320.1991211007853,,,,,,,59763.14,24205.667999999998,35557.471999999994
9785,8397.0,8393.0,623,Haroldon Court: LED Energy Savings Proposal,,,,"Haag, Wilderman and Blick",2020-12-17 18:02:16.106843,2020-12-17 18:02:19.491794,2.0,5,False,True,9,9522.0,2380.0,0.1,,9,5333769.0,13782.608695652172,9,3313.0,3314.0,730.0,259.0,35344796.0,407.1913521007666,4292.5,32,33,3477.0568,3477.0568,,2054.332000000001,0.59,169.25486240782885,,,,,,,59763.14,24992.572,34770.568
9785,8428.0,8424.0,623,Haroldon Court: LED Energy Savings Proposal,,,,"Haag, Wilderman and Blick",2020-12-17 18:02:10.659417,2020-12-17 18:02:15.9675,2.0,5,False,True,8,9522.0,2380.0,0.1,,8,4741128.0,13782.608695652172,8,3369.0,3369.0,721.0,443.0,33173580.0,4640.458744823192,4457.5,36,36,3575.7528,3575.7528,375.0,1143.3199999999995,0.32,312.7517055592486,,,,,,,59763.14,24005.612,35757.52800000001
9785,8444.0,8440.0,623,Haroldon Court: LED Energy Savings Proposal,,,,"Haag, Wilderman and Blick",2020-12-17 18:02:06.149705,2020-12-17 18:02:10.580895,2.0,5,False,True,8,9522.0,2380.0,0.1,,8,4741128.0,13782.608695652172,8,3409.0,3409.0,741.0,462.0,35365800.0,4667.9056378150535,4703.5,37,37,3496.4472,3496.4472,375.0,2176.86,0.62,160.61883630550423,,,,,,,59763.14,24798.667999999998,34964.471999999994
9785,8911.0,8907.0,623,Haroldon Court: LED Energy Savings Proposal,,,,"Haag, Wilderman and Blick",2020-12-17 19:00:16.509417,2020-12-17 19:00:28.104552,2.0,5,False,True,8,9522.0,2380.0,0.1,,8,4741128.0,13782.608695652172,8,3305.0,3305.0,725.0,174.5,33742760.0,104.5016875124082,3861.5,32,32,3803.4688,3825.9438,765.0,477.5600000000004,0.12,801.144107546695,,,,,,,59763.14,21728.452,38034.688
9786,8340.0,8336.0,488,AJ SACKETT - REVISED 2020.8.21,41.0,Office/Retail,,Conn-Nienow,2020-09-04 16:07:54.001142,2020-09-04 16:08:10.416139,2.0,5,False,True,9,385.0,2200.0,0.1244,,9,364455.0,18272.72727272728,9,647.0,653.0,133.0,1557.7,9806280.0,1409.090909090909,4457.4,46,47,1944.934288,1944.934288,,4930.0,2.46,39.45099975659229,AJ SACKETT,BALTIMORE ,MD,21224.0,39.296535,-76.62349,23260.6,7626.08,15634.52
9787,8344.0,8340.0,474,"S&S Birmingham, AL",,,,Rogahn and Sons,2020-08-31 13:06:01.712896,2020-08-31 13:06:02.849555,2.0,5,False,True,10,70.0,,,,10,96530.0,27000.0,10,297.0,299.0,193.0,820.0,0.0,0.0,14480.0,12,13,0.0,0.0,,16045.0,,0.0,2828 Messer Airport Hwy,Birmingham,AL,35203.0,33.524370000000005,-86.79661,0.0,0.0,0.0
9788,8345.0,8341.0,844,Harbor Freight ,52.0,Retail,,"Homenick, Moen and Mante",2020-09-01 19:04:55.787576,2020-09-01 19:04:58.453389,2.0,5,False,True,3,20.0,3900.0,0.08,,3,5730.0,20000.0,3,507.0,507.0,177.0,324.0,38727000.0,102.56410256410255,9930.0,8,8,5094.024,4397.886667023839,,6349.6956862745055,1.43,69.26137699055886,410 W. Neider Ave.,Coeur d'Alene,ID,83815.0,47.705856,-116.79373999999999,101817.3,38142.0,63675.3
9790,8352.0,8348.0,276,Best Western Locust Grove,,,2239.0,Maggio Inc,2020-08-24 21:19:02.162971,2020-08-24 21:19:03.738395,2.0,5,False,True,4,336.0,4498.0,0.08,,4,121968.0,10000.0,4,357.0,357.0,112.0,1722.0,17819880.0,3389.4230769230767,4968.0,38,38,1183.07904,1183.07904,560.0,5027.0,4.01,23.534494529540485,,,,,,,35948.692,21160.203999999998,14788.488
9794,8951.0,8947.0,276,RCIDA Office Claremore ,,,2239.0,Maggio Inc,2020-11-11 17:13:20.599916,2020-11-11 17:13:23.129,2.0,5,False,True,5,56.0,,,,5,21920.0,8714.285714285714,5,249.0,249.0,121.0,423.0,0.0,0.0,4473.0,15,15,0.0,0.0,,6319.0,,0.0,,,,,,,0.0,0.0,0.0
9796,8350.0,8346.0,474,"Best One Tire 1118 Menzler Rd, Nashville",,,,Rogahn and Sons,2020-08-31 09:51:49.198331,2020-08-31 09:51:50.568105,2.0,5,False,True,13,25.0,3172.0,0.1418,,13,23634.0,12960.0,13,1040.0,2760.0,2760.0,414.0,154907792.0,78.81462799495587,48836.0,13,28,7461.1098848,7461.1098848,,35183.0625,5.63,21.20653904076713,1118 Menzler Rd.,Nashville,TN,37210.0,36.139065,-86.735886,207524.928,154907.792,52617.13600000003
9797,8403.0,8399.0,474,"S&S Tire 1118 Menzler Rd, Nashville",,,,Rogahn and Sons,2020-08-31 09:57:14.086065,2020-08-31 09:57:15.538666,2.0,5,False,True,16,23.0,3484.0,0.1418,,16,25504.0,9695.652173913044,16,757.0,1921.0,1921.0,478.0,132454712.0,74.6268656716418,38018.0,16,28,5326.6443984,5326.6443984,,25209.17125,4.95,21.129787828308714,1118 Menzler Rd.,Nashville,TN,37210.0,36.139065,-86.735886,170019.2,132454.712,37564.48800000001
9798,8349.0,8345.0,347,Magic Mall - OUC,,,,Upton LLC,2020-11-03 15:20:53.363414,2020-11-03 15:20:54.951932,2.0,5,False,True,4,64.0,3106.666666666666,0.0938,,4,62592.0,10250.0,4,900.0,1.0,67.0,30298.0,124903200.0,57.9348353320956,37312.0,903,4,15866.739,15866.739,,39936.25,2.44,39.730167454380414,2155 W. Colonial Dr.,Orlando,FL,32804.0,28.554197,-81.40874000000002,263655.0,94500.0,169155.0
9805,8353.0,8349.0,318,McFarland Eye Care,,,2251.0,Abernathy Inc,2020-09-02 19:53:58.909245,2020-09-02 19:54:01.043966,2.0,5,False,True,10,370.0,3386.0,0.08,,10,211640.0,14300.0,10,1664.0,1808.0,227.0,1361.0,18282707.0,875.664500886001,5399.5,44,50,2778.822480000001,2778.822480000001,5775.6,8296.3187375,2.88,33.4946446481077,,,,,,,53017.988,18282.707,34735.281
9807,8367.0,8363.0,552,Devonshire Properties - Beach Towers,,,,"Reynolds, Pfeffer and Gottlieb",2020-11-19 22:05:44.972041,2020-11-19 22:06:02.800261,2.0,5,False,True,12,13500.0,3402.777777777778,0.0958,,12,9765360.0,16160.0,12,25835.0,25835.0,4375.0,3829.0,374081767.0,5709.995455307209,52155.0,314,314,18573.4733136,21743.956030266698,,102234.26,4.41,21.268756706672203,,,,,,,358840.859,164963.267,193877.592
9807,8379.0,8375.0,552,Devonshire Properties - Beach Towers,,,,"Reynolds, Pfeffer and Gottlieb",2020-11-19 22:19:53.717439,2020-11-19 22:20:11.232391,2.0,5,False,True,13,13500.0,3402.777777777778,0.0958,,13,10579140.0,16160.0,13,23807.0,23807.0,3717.0,2938.5,264818307.0,4784.153667290879,37743.0,267,267,21270.4494752,24440.9321918667,10106.0,101568.576,3.93,24.06347824731411,,,,,,,358840.859,136811.115,222029.74399999998
