id,option_id,year,total_savings,energy_savings,maintenance_savings,customer_savings,demand_savings,cumulative_cash_flow,customer_cost,demand_cost,total_fixture_cost,total_replacement_cost,total_incentives,net_replacement_cost,total_fixture_cost_no_markup,total_cogs,total_labor_cost,total_recycling_cost,total_shipping_cost,total_misc_cost,total_tax_cost,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,total_savings_per_lamp_life,original_cost_per_year,replacement_cost_per_year,total_savings_per_year,original_energy_cost_per_year,original_maintenance_cost_per_year,replacement_energy_cost_per_year,replacement_maintenance_cost_per_year,energy_savings_per_year,maintenance_savings_per_year,internal_return,payback,product_type,life_years,operating_schedule_id,rate_schedule_id,markup_type,watts_per_product,item_watt_hours_consumed,item_watts,energy_charge,use,active
346,487,17,519.46,460.54,0,,0,-12961.40892,,0,3007.22891566265,21927.22891566265,135,21792.22891566265,2496,21416,18920,0,0,0,0,703192.892,699006.164,4186.728000000003,14069.9570112589,68832.29319737974,68312.83038452404,519.462812855679,58935.77092,0,58475.23084,0,460.540079999998,0,-20,,ExistingLighting,0.270855905,287,181,2,50,184600,50,20.306,t,t
213,1311,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,0.915331808,1535,983,2,40,2534600,1160,253.46,t,t
213,1311,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,0.915331808,1535,983,2,40,349600,160,34.96,t,t
213,1311,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,2.739726027,1533,983,2,23,1208880,138,120.888,t,t
213,1311,2,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,4.566210046,1534,983,2,11,48180,11,4.818,t,t
213,1311,5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,0.915331808,1535,983,2,40,2534600,1160,253.46,t,t
213,1311,5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,0.915331808,1535,983,2,40,349600,160,34.96,t,t
213,1311,5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,2.739726027,1533,983,2,23,1208880,138,120.888,t,t
213,1311,5,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,537014.258,537014.258,0,0.0000000000032509763526558,53701.4258,53701.4258,0.00000000000117950094136177,53701.425800000005,0,53701.4258,0,0.00000000000117950094136177,0,0,,ExistingLighting,4.566210046,1534,983,2,11,48180,11,4.818,t,t
312,1478,2,1590,1590,0,,0,3180,,0,0,0,0,0,0,0,0,0,0,0,0,53167.5,51067.5,2100,7950.00010728834,27328.15929547985,25738.15927402213,1590.00002145767,27204.000024646517,124.1592708333333,25614.0000031888,124.159270833333,1590.00002145767,-0.0000000000000337507799486048,0,0,ExistingLighting,0.4,1655,1056,1,1000,45000000,9000,22500,t,t
312,1478,5,1590,1590,0,,0,7950,,0,0,0,0,0,0,0,0,0,0,0,0,53167.5,51067.5,2100,7950.00010728834,27328.15929547985,25738.15927402213,1590.00002145767,27204.000024646517,124.1592708333333,25614.0000031888,124.159270833333,1590.00002145767,-0.0000000000000337507799486048,0,0,ExistingLighting,0.4,1655,1056,1,1000,45000000,9000,22500,t,t
312,1478,7,0,0,0,,0,7950,,0,0,0,0,0,0,0,0,0,0,0,0,53167.5,51067.5,2100,7950.00010728834,27328.15929547985,25738.15927402213,1590.00002145767,27204.000024646517,124.1592708333333,25614.0000031888,124.159270833333,1590.00002145767,-0.0000000000000337507799486048,0,0,ExistingLighting,0.4,1655,1056,1,1000,45000000,9000,22500,t,t
312,1478,9,0,0,0,,0,7950,,0,0,0,0,0,0,0,0,0,0,0,0,53167.5,51067.5,2100,7950.00010728834,27328.15929547985,25738.15927402213,1590.00002145767,27204.000024646517,124.1592708333333,25614.0000031888,124.159270833333,1590.00002145767,-0.0000000000000337507799486048,0,0,ExistingLighting,0.4,1655,1056,1,1000,45000000,9000,22500,t,t
2280,2315,2,35696.42,35696.42,0,,0,-73443.32,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
2280,2315,4,35696.42,35696.42,0,,0,-2050.48,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
2280,2315,6,35696.42,35696.42,0,,0,69342.36,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
2280,2315,8,35696.42,35696.42,0,,0,140735.2,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
2280,2315,11,35412.2,35412.2,0,,0,247256.02,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
2280,2315,13,35412.2,35412.2,0,,0,318080.42,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
2280,2315,15,34859.3,34859.3,0,,0,387799.02,,0,63966.7600000001,161966.7600000001,17130.6,144836.1600000001,49205.2,147205.1999999999,98000,0,0,0,0,780285.996,344963.836,435322.16000000003,610793.4,63983.45167200007,28287.034552,35696.41712,63983.45167200007,0,28287.034552,0,35696.41712,0,21,4.06,ExistingLighting,0.345065562,2997,1795,1,300,10432800,3600,855.4896,t,t
1649,1439,2,6336.23,6336.23,0,,0,-14501.24,,0,27173.699999999997,27173.699999999997,0,27173.699999999997,27173.699999999997,27173.699999999997,0,0,0,0,0,168358.918,104996.632,63362.28600000001,62210,16835.8918,10499.6632,6336.2286,16835.8918,0,10499.6632,0,6336.2286,0,19,4.29,ExistingLighting,3.985651654,1741,1118,,66,2318316,462,231.8316,t,t
1649,1439,4,6336.23,6336.23,0,,0,-1828.78,,0,27173.699999999997,27173.699999999997,0,27173.699999999997,27173.699999999997,27173.699999999997,0,0,0,0,0,168358.918,104996.632,63362.28600000001,62210,16835.8918,10499.6632,6336.2286,16835.8918,0,10499.6632,0,6336.2286,0,19,4.29,ExistingLighting,3.985651654,1741,1118,,66,2318316,462,231.8316,t,t
1649,1439,6,6150.56,6150.56,0,,0,10658.01,,0,27173.699999999997,27173.699999999997,0,27173.699999999997,27173.699999999997,27173.699999999997,0,0,0,0,0,168358.918,104996.632,63362.28600000001,62210,16835.8918,10499.6632,6336.2286,16835.8918,0,10499.6632,0,6336.2286,0,19,4.29,ExistingLighting,3.985651654,1741,1118,,66,2318316,462,231.8316,t,t
1649,1439,8,6150.56,6150.56,0,,0,22959.13,,0,27173.699999999997,27173.699999999997,0,27173.699999999997,27173.699999999997,27173.699999999997,0,0,0,0,0,168358.918,104996.632,63362.28600000001,62210,16835.8918,10499.6632,6336.2286,16835.8918,0,10499.6632,0,6336.2286,0,19,4.29,ExistingLighting,3.985651654,1741,1118,,66,2318316,462,231.8316,t,t
1649,1439,10,6150.56,6150.56,0,,0,35260.25,,0,27173.699999999997,27173.699999999997,0,27173.699999999997,27173.699999999997,27173.699999999997,0,0,0,0,0,168358.918,104996.632,63362.28600000001,62210,16835.8918,10499.6632,6336.2286,16835.8918,0,10499.6632,0,6336.2286,0,19,4.29,ExistingLighting,3.985651654,1741,1118,,66,2318316,462,231.8316,t,t
276,1816,3,79595.73,79595.73,0,,0,175547.4825,,0,23924.7075,72924.7075,9685,63239.707500000004,19164.31,68164.31,39000,0,0,10000,0,2290042.435,2151615.077,138427.358,1914464.8,1340793.339624999,1261197.608775,79595.73085,1318722.255124999,22071.08449999999,1239126.524275,22071.0845,79595.73085,-0.00000000000230926389122033,126,0.79,ExistingLighting,2.747252747,1805,1158,1,128,2795520,768,1705.2672,t,t
413,1798,3,6075.06,6075.06,0,,0,16561.27525,,0,3971.099999999999,4259.004749999999,2595.0999999999995,1663.9047500000001,2647.400000000001,2935.3047500000002,0,0,0,0,287.9047499999999,79234.2,18483.6,60750.6,34894,7923.420000000004,1848.36,6075.06,7923.420000000004,0,1848.36,0,6075.06,0,365,0.27,ExistingLighting,11.41552511,2148,1385,1,0,0,0,0,t,t
413,1798,6,5984.39,5984.39,0,,0,34605.11525,,0,3971.099999999999,4259.004749999999,2595.0999999999995,1663.9047500000001,2647.400000000001,2935.3047500000002,0,0,0,0,287.9047499999999,79234.2,18483.6,60750.6,34894,7923.420000000004,1848.36,6075.06,7923.420000000004,0,1848.36,0,6075.06,0,365,0.27,ExistingLighting,11.41552511,2148,1385,1,0,0,0,0,t,t
413,1798,8,107.75,107.75,0,,0,34820.61525,,0,3971.099999999999,4259.004749999999,2595.0999999999995,1663.9047500000001,2647.400000000001,2935.3047500000002,0,0,0,0,287.9047499999999,79234.2,18483.6,60750.6,34894,7923.420000000004,1848.36,6075.06,7923.420000000004,0,1848.36,0,6075.06,0,365,0.27,ExistingLighting,11.41552511,2148,1385,1,0,0,0,0,t,t
413,1798,10,52.56,52.56,0,,0,34925.73525,,0,3971.099999999999,4259.004749999999,2595.0999999999995,1663.9047500000001,2647.400000000001,2935.3047500000002,0,0,0,0,287.9047499999999,79234.2,18483.6,60750.6,34894,7923.420000000004,1848.36,6075.06,7923.420000000004,0,1848.36,0,6075.06,0,365,0.27,ExistingLighting,11.41552511,2148,1385,1,0,0,0,0,t,t
157,1235,10,3214.5,3214.5,0,,0,32483.83538,,0,8207.584615384616,10987.58461538462,10435,552.5846153846196,5334.929999999999,8114.929999999999,2780,0,0,0,0,64175.94,22137.576,42038.364,64967.328,5134.075199999999,1771.0060799999999,3363.06912,5134.075199999999,0,1771.00608,0,3363.06912,0,609,0.16,Product,41.66666667,1031,676,2,12,86400,144,6.912,t,t
157,1235,13,1689.56,1689.56,0,,0,40602.39538,,0,8207.584615384616,10987.58461538462,10435,552.5846153846196,5334.929999999999,8114.929999999999,2780,0,0,0,0,64175.94,22137.576,42038.364,64967.328,5134.075199999999,1771.0060799999999,3363.06912,5134.075199999999,0,1771.00608,0,3363.06912,0,609,0.16,Product,41.66666667,1031,676,2,12,86400,144,6.912,t,t
157,1235,2,3363.07,3363.07,0,,0,6173.555385,,0,8207.584615384616,10987.58461538462,10435,552.5846153846196,5334.929999999999,8114.929999999999,2780,0,0,0,0,64175.94,22137.576,42038.364,64967.328,5134.075199999999,1771.0060799999999,3363.06912,5134.075199999999,0,1771.00608,0,3363.06912,0,609,0.16,Product,41.66666667,1031,676,2,12,86400,144,6.912,t,t
157,1235,18,1689.56,1689.56,0,,0,49050.19538,,0,8207.584615384616,10987.58461538462,10435,552.5846153846196,5334.929999999999,8114.929999999999,2780,0,0,0,0,64175.94,22137.576,42038.364,64967.328,5134.075199999999,1771.0060799999999,3363.06912,5134.075199999999,0,1771.00608,0,3363.06912,0,609,0.16,Product,41.66666667,1031,676,2,12,86400,144,6.912,t,t
157,1235,16,1689.56,1689.56,0,,0,45671.07538,,0,8207.584615384616,10987.58461538462,10435,552.5846153846196,5334.929999999999,8114.929999999999,2780,0,0,0,0,64175.94,22137.576,42038.364,64967.328,5134.075199999999,1771.0060799999999,3363.06912,5134.075199999999,0,1771.00608,0,3363.06912,0,609,0.16,Product,41.66666667,1031,676,2,12,86400,144,6.912,t,t
351,1149,7,5782.69,5782.69,0,,0,24400.98967,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
351,1149,9,4796.82,4796.82,0,,0,34980.49967,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
351,1149,12,4503.15,4503.15,0,,0,48783.61967,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
351,1149,3,5782.69,5782.69,0,,0,1270.229674,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
351,1149,14,4503.15,4503.15,0,,0,57789.91967,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
351,1149,16,4503.15,4503.15,0,,0,66796.21967,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
3576,3611,7,11530.43,11530.43,0,,0,1736.08,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,3,11530.43,11530.43,0,,0,-44385.64,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,5,11530.43,11530.43,0,,0,-21324.78,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,16,11530.43,11530.43,0,,0,105509.95,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,18,11530.43,11530.43,0,,0,128570.81,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,1,11530.43,11530.43,0,,0,-67446.5,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,10,11530.43,11530.43,0,,0,36327.37,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,12,11530.43,11530.43,0,,0,59388.23,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
3576,3611,14,11530.43,11530.43,0,,0,82449.09,,0,55564.6,88816.93000000001,9840,78976.93000000001,42742,75994.33,21230,0,0,12022,0,275372.1,186676.47,88695.62999999998,220889.5,35798.37300000004,24267.9411,11530.4319,35798.373000000036,0,24267.9411,0,11530.4319,0,8,6.85,Product,19.15708812,4315,2450,1,0,0,0,0,t,t
276,1816,2,79595.73,79595.73,0,,0,95951.7525,,0,23924.7075,72924.7075,9685,63239.707500000004,19164.31,68164.31,39000,0,0,10000,0,2290042.435,2151615.077,138427.358,1914464.8,1340793.339624999,1261197.608775,79595.73085,1318722.255124999,22071.08449999999,1239126.524275,22071.0845,79595.73085,-0.00000000000230926389122033,126,0.79,ExistingLighting,2.747252747,1805,1158,1,128,2795520,768,1705.2672,t,t
3595,3630,8,5102.78,5102.78,0,,0,20949.81,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,2,5102.78,5102.78,0,,0,-9666.87,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,4,5102.78,5102.78,0,,0,538.69,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,6,5102.78,5102.78,0,,0,10744.25,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,10,5102.78,5102.78,0,,0,31155.37,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,12,5102.78,5102.78,0,,0,41360.93,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,14,5102.78,5102.78,0,,0,51566.49,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
3595,3630,16,5102.78,5102.78,0,,0,61772.05,,0,12448.04,19872.43,0,19872.43,8140.53,15564.92,7424,0,0,0,0,583069.032,553052.682,30016.349999999977,77881.25,99121.73543999999,94018.95594,5102.779500000004,99121.73543999999,0,94018.95594,0,5102.779500000004,0,22,3.89,ExistingLighting,6.105006105,4615,2759,2,75,245700,75,41.769,t,t
351,1149,6,5782.69,5782.69,0,,0,18618.29967,,0,16735.00699300699,24360.84032634035,8283,16077.840326340349,9263.699999999999,16889.53333333335,7626,0,0,0,0,621553.78,560683.38,60870.40000000002,80816.975,59047.60910000002,53264.9211,5782.688000000002,59047.609100000016,0,53264.9211,0,5782.688000000002,0,34,2.78,ExistingLighting,0.3125,1061,691,2,100,640000,200,60.8,t,t
3991,4026,13,354.78,312.08,43,,0,3468.96725,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,200,6132000,1400,582.54,t,t
3991,4026,13,354.78,312.08,43,,0,3468.96725,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,65,6548100,1495,622.0695,t,t
3991,4026,13,354.78,312.08,43,,0,3468.96725,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,18,1892160,432,179.7552,t,t
3991,4026,13,354.78,312.08,43,,0,3468.96725,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,200,2628000,600,249.66,t,t
3991,4026,13,354.78,312.08,43,,0,3468.96725,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,400,5256000,1200,499.32,t,t
3991,4026,1,557.27,388.64,169,,0,-3015.78275,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,200,6132000,1400,582.54,t,t
3991,4026,1,557.27,388.64,169,,0,-3015.78275,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,65,6548100,1495,622.0695,t,t
3991,4026,1,557.27,388.64,169,,0,-3015.78275,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,18,1892160,432,179.7552,t,t
3991,4026,1,557.27,388.64,169,,0,-3015.78275,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,200,2628000,600,249.66,t,t
3991,4026,1,557.27,388.64,169,,0,-3015.78275,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,400,5256000,1200,499.32,t,t
3991,4026,4,557.27,388.64,169,,0,-1343.97275,,0,2424.77,3573.05275,0,3573.05275,2424.77,3573.05275,600,0,0,299,249.28275,98913.54,94822.62,4090.9199999999983,10411.5,11390.5623,10833.2949,557.2674,9396.7863,1993.7760000000003,9008.1489,1825.146,388.6373999999996,168.6300000000001,9,6.41,ExistingLighting,2.283105023,5582,3042,,200,6132000,1400,582.54,t,t
